sampleID,seq_sampleID,Date,transect_no,sample_no,Depth (m),Location,latitude,longitude,niskin_time,freeze_time,Volume filtered (ml SW),field_notes,extraction_date,elution_volume,nanodrop_dna,nanodrop_260-230,nanodrop_260-280,COI_16S_18S_PCR_dilutions,COI_16S_18S_qPCR_dilutions,12S_dilutions,16S_spike_copies,16Sin_qPCR_quantity,16S_qPCR_quantity,16SV4V5_seq,16S_DADA2_reads,16S_spike_main_ASV,18S_spike_copies,18S_qPCR_quantity,18SV4_seq,18S_DADA2_reads,18S_spike_main_ASV,12S_qPCR_quantity,12S_DADA2_reads,COI_spike_copies,COI_qPCR_quantity,uL_per_qPCR_reaction,uL_per_PCR_reaction,16Sin extraction efficiency,DNA (ng/L SW),DNA (Î¼g/L SW),12S copies/L SW,16S copies/L SW,18S copies/L SW,COI copies/L SW,12S copies/L SW * eff,16S copies/L SW * eff,18S copies/L SW * eff,COI copies/L SW * eff,16S_spike_ratios,18S_spike_ratios,16S_quant_reads,18S_quant_reads,16S seq/L SW,18S seq/L SW
BBT15-8B,BBT15_8B_2023Nov24_McKayBridge_1m,2023-11-24,15,8,1,McKay bridge,44.67666,-63.6101,10:46:00,10:54:00,540,Tanja's out-of-patch/control samples (for OAE incubations),2024-06-14,100,34.7,2.55,1.92,0.5,0.01,1,500000000,25827,800234,original,23875,68,1000000,230043,original,16382,171,31,9107,10000000,7335,5,2,0.103308,6425.925925925926,6.4259259259259265,1148.148148148148,2963829629.6296296,852011111.1111112,27166666.666666668,11113.835793434662,28689255717.17224,8247290733.642227,262967695.305946,0.0028481675392670156,0.010438285923574655,175551470588.2353,95801169.59064327,6293710378753.618,3434575702.0948243
BBT15-BL1,BBT15_Blank1_2023Nov24_CoolerBlank_0m,2023-11-24,15,Blank1,0,Cooler blank 1,NA,NA,08:40:00,08:46:00,1230,"This transect occurred during a OAE Brucite release day, which added more stations to the survey",2024-06-14,100,7.9,0.89,1.74,1,0.01,1,500000000,39439,28888,original,5249,798,1000000,3523,original,19157,7934,37,24959,10000000,52,5,2,0.157756,642.2764227642277,0.6422764227642277,601.6260162601626,46972357.72357724,5728455.284552845,84552.84552845528,3813.6490292614076,297753224.74946904,36312123.054291725,535972.296004306,0.15202895789674223,0.41415670512084357,3288847117.794486,2414544.996218805,16949335970.494755,12443550.244510587
BBT16-1B,BBT16_1B_2023Dec14_Tufts_10m,2023-12-14,16,1,10,Tufts Cove,44.40467,-63.35703,09:19:00,09:40:00,850,NA,2024-06-06,100,23.2,1.72,1.95,1,0.01,1,500000000,53691,151532,original,16488,124,1000000,37532,original,22844,584,229,18449,10000000,1676,5,2,0.214764,2729.4117647058824,2.7294117647058824,5388.235294117648,356545882.3529412,88310588.23529412,3943529.411764706,25089.09916986854,1660175273.1041567,411198283.861793,18362152.929563172,0.007520621057738962,0.02556469970232884,66483870967.741936,39116438.35616438,364196600852.9304,214278646.52616978
BBT16-10B,BBT16_10B_2023Dec14_McNabsIsland_1m,2023-12-14,16,10,1,McNabs Island,44.36961,-63.32791,14:39:00,14:50:00,780,NA,2024-06-06,100,19.1,2.92,2.05,1,0.01,1,500000000,70428,153859,original,21153,121,1000000,21765,original,13556,470,43,23675,10000000,1217,5,2,0.281712,2448.7179487179487,2.448717948717949,1102.5641025641025,394510256.41025645,55807692.307692304,3120512.8205128205,3913.798853311547,1400402739.0038633,198101934.98215303,11076960.940651517,0.005720228809152366,0.03467099439362644,87409090909.09091,28842553.19148936,397792557870.9357,131260408.84584692
BBT16-2B,BBT16_2B_2023Dec14_Tufts_1m,2023-12-14,16,2,1,Tufts Cove,44.40467,-63.35703,09:27:00,09:51:00,740,NA,2024-06-06,100,30.9,1.09,1.78,0.5,0.01,1,500000000,54109,223633,original,16950,128,1000000,47830,original,52503,1827,109,12388,10000000,2184,5,2,0.216436,4175.675675675676,4.175675675675675,2945.9459459459463,604413513.5135134,129270270.27027027,5902702.702702702,13611.16425153831,2792573848.6828136,597267877.2028234,27272277.729687776,0.0075516224188790565,0.03479801154219759,66210937500,28737274.22003284,826796280331.0435,358851155.5507932
BBT16-3B,BBT16_3B_2023Dec14_McKayBridge_26m,2023-12-14,16,3,26,McKay bridge,44.40601,-63.36602,10:06:00,10:28:00,1030,NA,2024-06-06,100,20.9,1.37,1.93,1,0.01,1,500000000,45606,280160,original,8511,47,1000000,35548,original,20686,644,440,21285,10000000,2592,5,2,0.182424,2029.126213592233,2.029126213592233,8543.68932038835,544000000,69025242.71844661,5033009.708737864,46834.23957586913,2982063763.539885,378378079.19158995,27589624.76833017,0.005522265303724592,0.031132166682780623,90542553191.48936,32121118.01242236,481874048634.2144,170950924.5952902
BBT16-4B,BBT16_4B_2023Dec14_McKayBridge_1m,2023-12-14,16,4,1,McKay bridge,44.40601,-63.36602,10:11:00,10:32:00,850,NA,2024-06-06,100,29.5,1.25,1.85,0.5,0.01,1,500000000,29373,178940,original,10023,53,1000000,22843,original,6114,105,91,NA,10000000,2313,5,2,0.117492,3470.5882352941176,3.4705882352941178,2141.176470588235,421035294.11764705,53748235.29411765,5442352.94117647,18224.01925738123,3583523083.4239526,457462936.1498455,46321051.14540966,0.005287837972662876,0.01717369970559372,94556603773.5849,58228571.428571425,1893627877013.602,1166108359.3891032
BBT16-5B,BBT16_5B_2023Dec14_DRDCBarge_42m,2023-12-14,16,5,42,DRDC barge,44.41182,-63.38963,11:33:00,11:51:00,930,NA,2024-06-06,100,38.5,0.92,1.74,0.5,0.01,1,500000000,28273,199212,original,12713,44,1000000,54872,original,21324,282,227,34194,10000000,928,5,2,0.113092,4139.784946236559,4.139784946236559,4881.720430107527,428412903.2258064,118004301.07526882,1995698.9247311829,43165.92181681752,3788180448.005221,1043436326.8424717,17646685.218505137,0.0034610241485093997,0.013224535734383792,144465909090.9091,75617021.27659574,2747138386349.625,1437920012.5313473
BBT16-6B,BBT16_6B_2023Dec14_DRDCBarge_1m,2023-12-14,16,6,1,DRDC barge,44.41182,-63.38963,11:40:00,12:01:00,830,NA,2024-06-06,100,33.1,1.67,1.91,0.5,0.01,1,500000000,42348,76133,original,17151,76,1000000,43341,original,34715,667,113,16251,10000000,788,5,2,0.169392,3987.9518072289156,3.9879518072289155,2722.89156626506,183453012.04819277,104436144.57831325,1898795.1807228916,16074.499186886396,1083008713.8010814,616535282.5299499,11209473.769262373,0.00443122849979593,0.019213596428057037,112835526315.78947,52046476.76161919,1605110244261.112,740372609.1902207
BBT16-7B,BBT16_7B_2023Dec14_SackvilleRiver_15m,2023-12-14,16,7,15,Sackville River,44.43015,-63.40064,12:31:00,12:50:00,1000,NA,2024-06-06,100,40.4,1.41,1.88,0.5,0.01,1,500000000,34533,130384,original,11014,47,1000000,43904,original,22696,319,34,28816,10000000,1317,5,2,0.138132,4040,4.04,680,260768000,87808000,2634000,4922.827440419309,1887817449.975386,635681811.6004981,19068716.87950656,0.004267296168512802,0.014055340148043709,117170212765.95744,71147335.4231975,1696496290011.8357,1030135456.2765687
BBT16-8B,BBT16_8B_2023Dec14_SackvilleRiver_1m,2023-12-14,16,8,1,Sackville River,44.43015,-63.40064,12:38:00,13:03:00,870,NA,2024-06-06,100,42.7,1.74,1.84,0.5,0.01,1,500000000,56247,315709,original,15821,88,1000000,146658,original,13024,194,31,29789,10000000,3464,5,2,0.224988,4908.045977011494,4.908045977011494,712.6436781609195,725767816.091954,337144827.5862069,7963218.390804598,3167.474168226392,3225806781.214794,1498501376.0120847,35393969.41527814,0.005562227419252891,0.014895577395577396,89892045454.54546,67134020.61855671,918486231955.8239,685952503.6079239
BBT16-9B,BBT16_9B_2023Dec14_McNabsIsland_35m,2023-12-14,16,9,35,McNabs Island,44.36961,-63.32791,14:33:00,14:52:00,980,NA,2024-06-06,100,11.9,1.78,2.02,1,0.01,1,500000000,48852,70237,original,8963,194,1000000,25666,original,9252,494,70,28230,10000000,378,5,2,0.195408,1214.2857142857142,1.2142857142857142,1428.5714285714287,143340816.32653064,52379591.8367347,771428.5714285715,7310.711069001416,733546304.7906463,268052443.28141475,3947783.977260764,0.02164453865893116,0.053393860786856893,23100515463.917526,18728744.939271256,120629424358.3573,97800316.38288186
BBT16-BL1,BBT16_Blank1_2023Dec14_CoolerBlank_0m,2023-12-14,16,Blank1,0,Cooler blank 1,NA,NA,08:30:00,08:30:00,910,NA,2024-06-05,100,3.4,1.02,4.8,1,0.01,1,500000000,40497,60866,original,12103,1977,1000000,1728,original,12819,7932,187,18521,10000000,86,5,2,0.161988,373.6263736263736,0.37362637362637363,4109.89010989011,133771428.57142858,3797802.197802198,189010.98901098903,25371.571412018853,825810730.248096,23444960.10693507,1166820.9312479259,0.1633479302652235,0.6187690147437398,3060950935.7612543,1616111.9515885022,20765009426.564865,10963449.14158953
BBT16-BL2,BBT16_Blank2_2023Dec14_CoolerBlank_0m,2023-12-14,16,Blank2,0,Cooler blank 2,NA,NA,13:00:00,13:00:00,1010,NA,2024-06-05,100,0.6,-0.48,-0.47,1,0.01,1,500000000,47599,38922,original,7463,5423,1000000,1011,original,8766,6133,41,NA,10000000,56,5,2,0.190396,59.4059405940594,0.0594059405940594,811.8811881188117,77073267.32673268,2001980.1980198019,110891.08910891089,4264.171453805814,404805076.40251195,10514822.779994339,582423.4180807942,0.7266514806378133,0.6996349532283824,688087774.2946708,1429316.8106962335,3578200298.6098948,7432746.2714824965
BBT17-1B,BBT17_1B_2024Jan19_Tufts_10m,2024-01-19,17,1,10,Tufts Cove,44.40475,-63.35708,09:08:00,09:36:00,770,NA,2024-06-06,100,20,2.15,2.12,1,0.01,1,500000000,19903,152021,original,28779,127,1000000,33121,original,11134,196,47,23167,10000000,1507,5,2,0.079612,2597.402597402597,2.5974025974025974,1220.7792207792209,394859740.2597403,86028571.42857143,3914285.714285714,15334.110696618862,4959801791.937651,1080598043.367475,49167031.53149921,0.0044129399909656345,0.017603736303215375,113303149606.29921,56806122.448979594,1848301104615.489,926671670.0833392
BBT17-10B,BBT17_10B_2024Jan19_McNabsIsland_1m,2024-01-19,17,10,1,McNabs Island,44.36961,-63.32756,14:51:00,15:09:00,780,NA,2024-06-05,100,17.1,1.77,2.05,1,0.01,1,500000000,38203,200063,original,19784,93,1000000,33545,original,64362,69,149,18622,10000000,1505,5,2,0.152812,2192.3076923076924,2.1923076923076925,3820.512820512821,512982051.2820513,86012820.51282051,3858974.358974359,25001.39269502932,3356948742.7823157,562866924.8018514,25253084.56779807,0.004700768297614234,0.001072061154097138,106365591397.84946,932782608.6956521,892378496569.3513,7825793388.957674
BBT17-2B,BBT17_2B_2024Jan19_Tufts_1m,2024-01-19,17,2,1,Tufts Cove,44.40475,-63.35708,09:18:00,09:40:00,1010,NA,2024-06-06,100,27.3,1.79,1.91,0.5,0.01,1,500000000,76228,273673,original,8559,26,1000000,60336,original,21054,773,82,14569,10000000,3315,5,2,0.304912,2702.970297029703,2.702970297029703,1623.7623762376234,541926732.6732674,119477227.72277229,6564356.435643565,5325.3475633547505,1777321760.6170542,391841671.4421612,21528691.673806097,0.0030377380535109243,0.036715113517621356,164596153846.15384,27236739.97412678,1068941130270.95,176884276.65236947
BBT17-3B,BBT17_3B_2024Jan19_McKayBridge_26m,2024-01-19,17,3,26,McKay bridge,44.40611,-63.36557,10:00:00,10:20:00,920,NA,2024-06-05,100,15.9,1.78,2.06,1,0.01,1,500000000,44045,42584,original,4960,29,1000000,14753,original,23199,1671,69,16934,10000000,343,5,2,0.17618,1728.2608695652173,1.7282608695652173,1500,92573913.04347825,32071739.130434785,745652.1739130435,8514.019752525826,525450749.48052144,182039613.63625148,4232331.558139649,0.005846774193548387,0.07202896676580887,85517241379.31035,13883303.41113106,527605421945.6284,85654144.54541957
BBT17-4B,BBT17_4B_2024Jan19_McKayBridge_1m,2024-01-19,17,4,1,McKay bridge,44.40611,-63.36557,10:07:00,10:30:00,870,NA,2024-06-05,100,24,1.64,1.9,1,0.01,1,500000000,19449,65951,original,18479,69,1000000,31940,original,28343,456,104,14639,10000000,603,5,2,0.077796,2758.6206896551726,2.7586206896551726,2390.8045977011498,151611494.25287357,73425287.35632184,1386206.8965517243,30731.716254063824,1948834056.4151568,943818285.7257679,17818485.481923543,0.0037339682883272903,0.016088628585541404,133905797101.44928,62155701.75438596,1978439885238.4526,918342014.3692338
BBT17-5B,BBT17_5B_2024Jan19_DRDCBarge_42m,2024-01-19,17,5,42,DRDC barge,44.41244,-63.38985,11:33:00,11:55:00,1080,NA,2024-06-05,100,35.9,1.29,1.83,0.5,0.01,1,500000000,34700,59536,original,19795,77,1000000,27976,original,13744,585,53,9780,10000000,560,5,2,0.1388,3324.074074074074,3.324074074074074,981.4814814814815,110251851.85185185,51807407.40740741,1037037.037037037,7071.192229693671,794321699.2208346,373252214.7507738,7471448.393638595,0.003889871179590806,0.0425640279394645,128538961038.96104,23494017.094017096,1714950382097.3562,313454171.9235923
BBT17-6B,BBT17_6B_2024Jan19_DRDCBarge_1m,2024-01-19,17,6,1,DRDC barge,44.41244,-63.38985,11:40:00,12:02:00,830,NA,2024-06-05,100,28.8,1.65,1.93,0.5,0.01,1,500000000,34184,77794,original,17609,52,1000000,27921,original,23158,908,371,11921,10000000,835,5,2,0.136736,3469.879518072289,3.4698795180722892,8939.759036144578,187455421.68674698,67279518.07228915,2012048.1927710844,65379.70275673253,1370929540.7701483,492039536.5689296,14714838.760612305,0.0029530353796354135,0.039208912686760515,169317307692.30768,25504405.28634361,2983804649189.568,449452947.8728795
BBT17-7B,BBT17_7B_2024Jan19_SackvilleRiver_15m,2024-01-19,17,7,15,Sackville River,44.43073,-63.4011,12:29:00,12:48:00,1030,NA,2024-06-05,100,41.1,1.47,1.86,0.5,0.01,1,500000000,29251,168435,original,14266,52,1000000,75056,original,89227,1648,83,16612,10000000,1855,5,2,0.117004,3990.2912621359224,3.9902912621359223,1611.6504854368934,327058252.42718446,145739805.82524273,3601941.7475728155,13774.319556911674,2795274113.9378524,1245596781.5223644,30784774.431411024,0.0036450301415954017,0.01846974570477546,137173076923.07692,54142597.08737864,2276464814630.467,898527028.8224922
BBT17-8B,BBT17_8B_2024Jan19_SackvilleRiver_1m,2024-01-19,17,8,1,Sackville River,44.43073,-63.4011,12:35:00,13:00:00,820,NA,2024-06-05,100,37.2,1.81,1.87,0.5,0.01,1,500000000,53323,228587,original,17332,39,1000000,47099,original,27239,1111,159,14746,10000000,2086,5,2,0.213292,4536.585365853659,4.536585365853659,3878.048780487805,557529268.2926829,114875609.75609756,5087804.87804878,18181.876397088523,2613924893.0699835,538583771.3374039,23853707.021589093,0.0022501730902377104,0.040787106721979514,222205128205.1282,24517551.755175516,2540947280392.987,280361695.3281899
BBT17-9B,BBT17_9B_2024Jan19_McNabsIsland_35m,2024-01-19,17,9,35,McNabs Island,44.36961,-63.32756,14:45:00,15:04:00,1030,NA,2024-06-05,100,14.6,1.01,1.97,1,0.01,1,500000000,18089,41795,original,6501,208,1000000,10239,original,18409,54,389,27324,10000000,185,5,2,0.072356,1417.4757281553398,1.4174757281553398,7553.398058252427,81155339.80582525,19881553.39805825,359223.30097087374,104392.14520222825,1121611750.3154573,274774080.9063278,4964665.003190804,0.031995077680356865,0.002933347819001575,15627403846.153847,340907407.4074074,209688716123.5929,4574300202.389364
BBT17-BL1,BBT17_Blank1_2024Jan19_CoolerBlank_0m,2024-01-19,17,Blank1,0,Cooler blank 1,NA,NA,08:50:00,08:58:00,940,NA,2024-06-05,100,6,0.73,2.19,1,0.01,1,500000000,26979,30597,original,4891,3817,1000000,2720,original,8979,494,107,21052,10000000,37,5,2,0.107916,638.2978723404256,0.6382978723404256,2276.595744680851,65100000,5787234.042553191,78723.40425531915,21095.998227147516,603246969.865451,53627210.446580596,729487.7891630448,0.7804130034757718,0.05501726250139214,640686402.9342415,18176113.360323887,6315850103.017886,179179091.227021
BBT17-BL2,BBT17_Blank2_2024Jan19_CoolerBlank_0m,2024-01-19,17,Blank2,0,Cooler blank 2,NA,NA,13:00:00,13:00:00,1090,NA,2024-06-05,100,8.3,0.73,1.88,1,0.01,1,500000000,56382,41395,original,2949,1857,1000000,464,original,13536,429,69,13975,10000000,45,5,2,0.225528,761.467889908257,0.761467889908257,1266.0550458715595,75954128.44036697,851376.1467889908,82568.80733944953,5613.737743746052,336783585.3657505,3775035.2363741565,366113.33111387293,0.62970498474059,0.03169326241134752,794022617.1243942,31552447.552447554,3230025170.3907475,128353018.64691491
BBT18-1B,BBT18_1B_2024Feb16_Tufts_14m,2024-02-16,18,1,14,Tufts Cove,44.4047,-63.35716,09:13:00,09:45:00,880,NA,2024-06-04,100,24,2.22,1.99,1,0.01,1,500000000,22657,275280,original,15455,89,1000000,33648,original,35339,15,286,20111,10000000,2499,5,2,0.090628,2727.272727272727,2.727272727272727,6500,625636363.6363636,76472727.27272728,5679545.454545455,71721.7636933398,6903345143.182721,843809057.6061182,62668771.84253713,0.00575865415723067,4.2446022807662924e-4,86825842696.62921,2355933333.3333335,1088689260902.5759,29540505910.943302
BBT18-10B,BBT18_10B_2024Feb16_McNabsIsland_1m,2024-02-16,18,10,1,McNabs Island,44.37005,-63.32786,15:09:00,15:31:00,900,NA,2024-06-04,100,14.9,2.27,2.12,1,0.01,1,500000000,151072,520606,original,22979,222,1000000,158536,original,6071,87,240,21989,10000000,4515,5,2,0.604288,1655.5555555555554,1.6555555555555554,5333.333333333333,1156902222.2222223,352302222.22222227,10033333.333333334,8825.81374002683,1914488161.6418364,583003836.2870389,16603562.098425474,0.009660994821358631,0.014330423323999341,51754504504.5045,69781609.1954023,95161586867.5284,128308226.09124252
BBT18-2B,BBT18_2B_2024Feb16_Tufts_1m,2024-02-16,18,2,1,Tufts Cove,44.4047,-63.35716,09:25:00,09:48:00,900,NA,2024-06-04,100,33.6,1.13,1.74,0.5,0.01,1,500000000,29535,247764,original,22021,113,1000000,48055,original,68450,29,260,19020,10000000,2097,5,2,0.11814,3733.3333333333335,3.7333333333333334,5777.777777777777,550586666.6666666,106788888.8888889,4660000,48906.194157590806,4660459342.023589,903918138.5550102,39444726.59556459,0.005131465419372417,4.2366691015339667e-4,97438053097.34514,2360344827.586207,1832817055044.7708,44398262467.99856
BBT18-3B,BBT18_3B_2024Feb16_McKayBridge_27m,2024-02-16,18,3,27,McKay bridge,44.40607,-63.36631,10:23:00,10:49:00,880,NA,2024-06-04,100,15.1,1.56,2,1,0.01,1,500000000,62777,324033,original,16469,99,1000000,47893,original,8859,8,181,18229,10000000,2567,5,2,0.251108,1715.9090909090908,1.7159090909090908,4113.636363636364,736438636.3636364,108847727.27272728,5834090.909090909,16381.940693392344,2932756568.3436465,433469771.0655466,23233393.23753488,0.006011293946201955,9.030364600970764e-4,83176767676.76767,1107375000,376407976560.4643,5011312589.874405
BBT18-4B,BBT18_4B_2024Feb16_McKayBridge_1m,2024-02-16,18,4,1,McKay bridge,44.40607,-63.36631,10:31:00,10:55:00,910,NA,2024-06-04,100,33.4,1.1,1.76,0.5,0.01,1,500000000,49189,461520,original,50172,354,1000000,199722,original,86750,35,272,22151,10000000,4149,5,2,0.196756,3670.32967032967,3.67032967032967,5978.021978021978,1014329670.3296703,438949450.5494505,9118681.318681318,30382.920866565582,5155266778.800496,2230932985.776549,46345124.513007574,0.007055728294666348,4.034582132564841e-4,70864406779.66101,2478571428.571429,791568993912.7037,27686117491.32946
BBT18-5B,BBT18_5B_2024Feb16_DRDCBarge_42m,2024-02-16,18,5,42,DRDC barge,44.41107,-63.39197,11:35:00,12:00:00,870,NA,2024-06-04,100,21.5,1.27,1.82,1,0.01,1,500000000,50654,237345,original,15664,125,1000000,53695,original,47005,40,300,33119,10000000,1283,5,2,0.202616,2471.264367816092,2.471264367816092,6896.55172413793,545620689.6551723,123436781.6091954,2949425.2873563217,34037.54749939754,2692880570.4148364,609215370.9933835,14556724.48057568,0.007980081716036772,8.509733007126901e-4,62656000000,1175125000,355442762687.042,6666395500.871589
BBT18-6B,BBT18_6B_2024Feb16_DRDCBarge_1m,2024-02-16,18,6,1,DRDC barge,44.41107,-63.39197,11:41:00,12:02:00,800,NA,2024-06-04,100,12,1.7,1.92,1,0.01,1,500000000,131705,229050,original,6678,101,1000000,33526,original,26750,72,147,19625,10000000,1448,5,2,0.52682,1500,1.5,3675,572625000,83815000,3620000,6975.817167153867,1086946205.5350976,159096085.94966024,6871417.182339319,0.01512428870919437,0.002691588785046729,33059405940.59406,371527777.7777778,78440942685.81789,881533962.6859692
BBT18-7B,BBT18_7B_2024Feb16_SackvilleRiver_19m,2024-02-16,18,7,19,Sackville River,44.42883,-63.39843,12:52:00,13:17:00,1040,NA,2024-06-04,100,52.4,1.33,1.78,0.5,0.01,1,500000000,115040,258028,reseq,2900,29,1000000,203142,original,11911,3,131,16892,10000000,1809,5,2,0.46016,5038.461538461538,5.038461538461538,2519.230769230769,496207692.3076923,390657692.3076923,3478846.153846154,5474.684390713597,1078337300.7382047,848960562.2124746,7560079.437252594,0.01,2.5186802115691377e-4,50000000000,3970333333.3333335,208957419492.8854,16592612157.19839
BBT18-8B,BBT18_8B_2024Feb16_SackvilleRiver_1m,2024-02-16,18,8,1,Sackville River,44.42883,-63.39843,13:00:00,13:26:00,860,NA,2024-06-04,100,11.5,2.87,2.18,1,0.01,1,500000000,128686,189511,original,30572,184,1000000,37366,original,9657,0,224,NA,10000000,980,5,2,0.514744,1337.2093023255813,1.3372093023255813,5209.302325581396,440723255.81395346,86897674.41860466,2279069.767441861,10120.18076088579,856198917.9358157,168817265.31752613,4427579.082887533,0.006018579091979589,0,83076086956.52174,Inf,187666298416.7559,Inf
BBT18-9B,BBT18_9B_2024Feb16_McNabsIsland_37m,2024-02-16,18,9,37,McNabs Island,44.37005,-63.32786,15:04:00,15:26:00,970,NA,2024-06-04,100,8.9,1.39,1.68,1,0.01,1,500000000,50866,94243,original,10157,290,1000000,22759,original,7213,406,209,22576,10000000,393,5,2,0.203464,917.5257731958762,0.9175257731958762,4309.278350515464,194315463.91752577,46925773.195876285,810309.2783505154,21179.56174318535,955036094.4320654,230634280.24552888,3982568.3086468144,0.028551737717830067,0.056287259115485926,17512068965.517242,17766009.85221675,88731566006.2422,90018254.20934543
