sampleID,seq_sampleID,Date,transect_no,sample_no,Depth (m),Location,latitude,longitude,niskin_time,freeze_time,Volume filtered (ml SW),field_notes,extraction_date,elution_volume,nanodrop_dna,nanodrop_260-230,nanodrop_260-280,COI_16S_18S_PCR_dilutions,COI_16S_18S_qPCR_dilutions,12S_dilutions,16S_spike_copies,16Sin_qPCR_quantity,16S_qPCR_quantity,16SV4V5_seq,16S_DADA2_reads,16S_spike_main_ASV,18S_spike_copies,18S_qPCR_quantity,18SV4_seq,18S_DADA2_reads,18S_spike_main_ASV,12S_qPCR_quantity,12S_DADA2_reads,COI_spike_copies,COI_qPCR_quantity,uL_per_qPCR_reaction,uL_per_PCR_reaction,16Sin extraction efficiency,DNA (ng/L SW),DNA (Î¼g/L SW),12S copies/L SW,16S copies/L SW,18S copies/L SW,COI copies/L SW,12S copies/L SW * eff,16S copies/L SW * eff,18S copies/L SW * eff,COI copies/L SW * eff,16S_spike_ratios,18S_spike_ratios,16S_quant_reads,18S_quant_reads,16S seq/L SW,18S seq/L SW
BBT18-BL1,BBT18_Blank1_2024Feb16_CoolerBlank_0m,2024-02-16,18,Blank1,0,Cooler blank 1,NA,NA,08:54:00,08:54:00,930,NA,2024-06-04,100,7.9,0.83,1.72,1,0.01,1,500000000,56350,68240,original,8768,4769,1000000,929,original,16403,7633,504,16565,10000000,94,5,2,0.2254,849.4623655913979,0.8494623655913979,10838.709677419354,146752688.172043,1997849.4623655912,202150.5376344086,48086.555800440794,651076699.9646984,8863573.479882836,896852.4296113958,0.5439096715328468,0.465341705785527,919270287.2719648,2148958.4698021747,4385371226.64589,10251588.429659937
BBT18-BL2,BBT18_Blank2_2024Feb16_CoolerBlank_0m,2024-02-16,18,Blank2,0,Cooler blank 2,NA,NA,13:29:00,13:29:00,950,NA,2024-06-04,100,4,1.37,2.17,1,0.01,1,500000000,24532,44455,original,5032,3938,1000000,765,original,12652,9216,241,17950,10000000,68,5,2,0.098128,421.05263157894734,0.42105263157894735,5073.684210526316,93589473.68421052,1610526.3157894737,143157.8947368421,51704.75512113072,953748916.5601104,16412505.25629253,1458889.3561148918,0.7825914149443561,0.7284223838128359,638902996.4448959,1372829.861111111,6853593978.701243,14726521.11861533
BBT19-1B,BBT19_1B_2024Mar28_Tufts_10m,2024-03-28,19,1,10,Tufts Cove,44.40481,-63.35734,08:59:00,09:26:00,840,NA,2024-06-03,100,41.7,1.7,1.89,0.5,0.01,1,500000000,102314,556031,original,24069,105,1000000,272560,original,11252,461,160,26550,10000000,8026,5,2,0.409256,4964.285714285715,4.964285714285714,3809.523809523809,1323883333.3333333,648952380.9523809,19109523.80952381,9308.412850450108,3234853816.0303903,1585688129.0741758,46693325.96107035,0.0043624579334413565,0.04097049413437611,114614285714.28572,24407809.110629067,666798181242.5107,141998727.4854455
BBT19-10B,BBT19_10B_2024Mar28_McNabsIsland_1m,2024-03-28,19,10,1,McNabs Island,44.37005,-63.32452,15:06:00,15:22:00,665,NA,2024-06-03,100,36.5,1.71,1.9,0.5,0.01,1,500000000,20569,445991,original,14716,55,1000000,54255,original,11049,255,173,12273,10000000,5457,5,2,0.082276,5488.721804511278,5.488721804511278,5203.007518796992,1341326315.7894738,163172932.33082706,16412030.07518797,63238.45980355137,16302765275.286518,1983238518.289988,199475303.55374557,0.0037374286490894264,0.02307901167526473,133781818181.81818,43329411.76470588,4890263659847.935,1583864314.5629356
BBT19-2B,BBT19_2B_2024Mar28_Tufts_1m,2024-03-28,19,2,1,Tufts Cove,44.40481,-63.35734,09:08:00,09:28:00,920,NA,2024-06-03,100,57.5,2.17,1.93,0.5,0.01,1,500000000,46482,551042,original,28705,77,1000000,239813,original,8507,20,277,16928,10000000,7432,5,2,0.185928,6250,6.25,6021.739130434782,1197917391.304348,521332608.6956522,16156521.739130434,32387.478649986995,6442910112.002214,2803948887.180264,86896657.51866548,0.00268245950182895,0.0023510050546608676,186396103896.10388,425350000,2179386222157.3367,4973290268.509736
BBT19-3B,BBT19_3B_2024Mar28_McKayBridge_29m,2024-03-28,19,3,29,McKay bridge,44.40607,-63.36585,09:56:00,10:20:00,1075,NA,2024-06-03,100,45.7,1.04,1.73,0.5,0.01,1,500000000,101404,539437,original,14059,12,1000000,199042,original,7593,193,5597,21671,10000000,7815,5,2,0.405616,4251.162790697675,4.251162790697674,104130.23255813956,1003603720.9302325,370310697.6744186,14539534.883720929,256721.2155293173,2474270543.8893747,912958802.5975766,35845565.470102094,8.535457713919909e-4,0.02541814829448176,585791666666.6666,39341968.9119171,2686888488719.158,180452350.90912935
BBT19-4B,BBT19_4B_2024Mar28_McKayBridge_1m,2024-03-28,19,4,1,McKay bridge,44.40607,-63.36585,10:01:00,10:28:00,815,NA,2024-06-03,100,54.2,1.66,1.85,0.5,0.01,1,500000000,29666,546142,reseq,19039,51,1000000,158957,original,6239,24,115,NA,10000000,8986,5,2,0.118664,6650.306748466258,6.6503067484662575,2822.0858895705524,1340225766.8711658,390078527.607362,22051533.74233129,23782.15709541691,11294291165.569723,3287252474.2749434,185831707.52992725,0.002678712117233048,0.00384677031575573,186656862745.09805,259958333.33333334,3860089419775.299,5375973844.866163
BBT19-5B,BBT19_5B_2024Mar28_DRDCBarge_39m,2024-03-28,19,5,39,DRDC barge,44.41077,-63.39141,11:01:00,11:23:00,1100,NA,2024-06-03,100,29.3,1.51,1.92,0.5,0.01,1,500000000,73288,230254,original,31406,202,1000000,172353,original,8209,49,200,9107,10000000,2640,5,2,0.293152,2663.6363636363635,2.6636363636363636,3636.363636363636,418643636.3636364,313369090.9090909,4800000,12404.362366156929,1428077026.1285486,1068964533.4471227,16373758.323327146,0.00643189199516016,0.005969058350590815,77737623762.37624,167530612.24489796,482142827316.24316,1039055210.8549206
BBT19-6B,BBT19_6B_2024Mar28_DRDCBarge_1m,2024-03-28,19,6,1,DRDC barge,44.41077,-63.39141,11:08:00,11:32:00,850,NA,2024-06-03,100,55,1.64,1.89,0.5,0.01,1,500000000,44379,331160,original,20668,98,1000000,98949,original,12428,52,629,21993,10000000,4389,5,2,0.177516,6470.588235294118,6.470588235294118,14800,779200000,232821176.47058824,10327058.823529413,83372.76639852182,4389463484.981635,1311550375.575093,58175369.11337238,0.004741629572285659,0.0041841004184100415,105448979591.83673,239000000,1397706381951.1443,3167900026.907268
BBT19-7B,BBT19_7B_2024Mar28_SackvilleRiver_16m,2024-03-28,19,7,16,Sackville River,44.43034,-63.4006,12:20:00,12:44:00,910,NA,2024-06-03,100,45.8,1.25,1.81,0.5,0.01,1,500000000,12908,278769,original,6928,25,1000000,56643,original,6388,43,142,11521,10000000,1920,5,2,0.051632,5032.9670329670325,5.032967032967033,3120.879120879121,612679120.879121,124490109.89010988,4219780.21978022,60444.66843971028,11866267448.077179,2411103770.725711,81728002.39735474,0.003608545034642032,0.006731371321227302,138560000000,148558139.5348837,5898037506342.434,6323624991.69455
BBT19-8B,BBT19_8B_2024Mar28_SackvilleRiver_1m,2024-03-28,19,8,1,Sackville River,44.43034,-63.4006,12:26:00,12:55:00,380,NA,2024-06-03,100,19.9,0.93,1.65,1,0.01,1,500000000,64963,187847,cleaned,5302,152,1000000,31826,cleaned,43122,3832,117,NA,10000000,804,5,2,0.259852,5236.8421052631575,5.2368421052631575,6157.894736842105,988668421.0526316,167505263.15789476,4231578.947368421,23697.69998630799,3804736623.357263,644617948.5164429,16284573.323924467,0.028668427008675973,0.08886415286860536,17440789473.68421,11253131.52400835,176626750628.94315,113962963.5736815
BBT19-9B,BBT19_9B_2024Mar28_McNabsIsland_36m,2024-03-28,19,9,36,McNabs Island,44.37005,-63.32452,15:00:00,15:20:00,790,NA,2024-06-03,100,30.1,1.26,1.75,0.5,0.01,1,500000000,69802,446222,reseq,45597,352,1000000,150029,original,6408,38,118,16045,10000000,4505,5,2,0.279208,3810.126582278481,3.810126582278481,2987.3417721518986,1129675949.3670886,379820253.164557,11405063.291139241,10699.34160966698,4046001365.88883,1360348747.7599385,40847910.12843199,0.007719806127596113,0.005930087390761548,64768465909.09091,168631578.9473684,587271137538.5032,1529022770.6232386
BBT19-BL1,BBT19_Blank1_2024Mar28_CoolerBlank_0m,2024-03-28,19,Blank1,0,Cooler blank 1,NA,NA,08:48:00,08:48:00,870,NA,2024-06-03,100,8.4,0.75,1.9,1,0.01,1,500000000,35525,80238,original,5648,1010,1000000,3987,original,33048,10391,164,17197,10000000,130,5,2,0.1421,965.5172413793103,0.9655172413793104,3770.114942528735,184455172.4137931,9165517.24137931,298850.5747126437,26531.421129688497,1298065956.4658206,64500473.197602466,2103100.455402137,0.1788243626062323,0.31442144759138224,2796039603.960396,3180444.6155326725,22616739093.890457,25726132.766569376
BBT19-BL2,BBT19_Blank2_2024Mar28_CoolerBlank_0m,2024-03-28,19,Blank2,0,Cooler blank 2,NA,NA,12:56:00,12:56:00,900,NA,2024-06-03,100,8.6,0.81,2.13,1,0.01,1,500000000,81061,70504,original,1693,1068,1000000,538,original,22032,13346,193,13567,10000000,99,5,2,0.324244,955.5555555555557,0.9555555555555556,4288.888888888889,156675555.55555555,1195555.5555555557,220000,13227.35004776924,483202636.14918256,3687209.49518127,678501.375507334,0.6308328411104548,0.6057552650689906,792602996.2546817,1650831.709875618,2716071834.293111,5657028.211523894
BBT20-1B,BBT20_1B_2024Apr18_Tufts_12m,2024-04-18,20,1,12,Tufts Cove,44.40282,-63.35423,09:01:00,09:23:00,900,NA,2024-05-31,100,81.5,1.78,1.89,0.25,0.01,1,500000000,76045,353844,original,11390,206,1000000,379188,original,11696,1244,20,29325,10000000,4322,5,2,0.30418,9055.555555555555,9.055555555555555,444.4444444444444,786320000,842640000,9604444.444444446,1461.1231653772254,2585048326.6486945,2770201854.1652966,31574871.603801843,0.018086040386303775,0.10636114911080712,27645631067.961166,9401929.26045016,403936719748.70386,137373766.41681695
BBT20-10B,BBT20_10B_2024Apr18_SackvilleRiver_1m,2024-04-18,20,10,1,Sackville River,44.43048,-63.340051,13:03:00,13:29:00,610,NA,2024-05-31,100,54,1.67,1.9,0.5,0.01,1,500000000,81763,215789,original,17560,55,1000000,144213,original,50333,279,417,32480,10000000,2049,5,2,0.327052,8852.459016393443,8.852459016393443,13672.131147540984,707504918.032787,472829508.1967213,6718032.786885246,41804.150861456226,2163279594.782441,1445731896.4468076,20541176.286600437,0.003132118451025057,0.005543083066775277,159636363636.36365,180405017.92114696,1600350750222.7415,1808556015.668907
BBT20-11B,BBT20_11B_2024Apr18_McNabsIsland_33m,2024-04-18,20,11,33,McNabs Island,44.36587,-63.32505,15:09:00,15:31:00,910,NA,2024-05-31,100,32.8,1.36,1.88,0.5,0.01,1,500000000,87847,244695,original,22552,87,1000000,59840,original,7331,24,9,23811,10000000,2727,5,2,0.351388,3604.395604395604,3.604395604395604,197.80219780219778,537791208.7912087,131516483.51648352,5993406.593406593,562.916769503221,1530476876.817674,374277105.4119194,17056378.115947593,0.003857750975523235,0.003273768926476606,129609195402.29884,305458333.3333333,810657661930.8197,1910529091.3093114
BBT20-12B,BBT20_12B_2024Apr18_McNabsIsland_1m,2024-04-18,20,12,1,McNabs Island,44.36587,-63.32505,15:17:00,15:36:00,780,NA,2024-05-31,100,63.8,1.55,1.87,0.25,0.01,1,500000000,32215,88899,original,24485,30,1000000,95769,original,20658,700,136,22581,10000000,968,5,2,0.12886,8179.487179487179,8.179487179487179,3487.1794871794873,227946153.84615386,245561538.46153846,2482051.282051282,27061.768486570596,1768944232.8585584,1905645960.4341028,19261611.68750025,0.001225239942822136,0.033885177655145704,408083333333.3333,29511428.57142857,16240377485139.24,1174458011.3352423
BBT20-2B,BBT20_2B_2024Apr18_Tufts_1m,2024-04-18,20,2,1,Tufts Cove,44.40282,-63.35423,09:11:00,09:34:00,850,NA,2024-05-31,100,88.9,2.05,1.92,0.25,0.01,1,500000000,37626,272082,original,6915,100,1000000,161883,original,11184,122,60,29573,10000000,2734,5,2,0.150504,10458.823529411764,10.458823529411763,1411.764705882353,640192941.1764706,380901176.47058827,6432941.176470588,9380.247075707974,4253660641.4212947,2530837562.26139,42742659.174976,0.014461315979754157,0.010908440629470672,34575000000,91672131.14754099,1081073475475.3442,2866357467.0687976
BBT20-3B,BBT20_3B_2024Apr18_McKayBridge_28m,2024-04-18,20,3,28,McKay bridge,44.40351,-63.36344,10:05:00,10:28:00,1010,NA,2024-05-31,100,44.2,1.98,1.91,0.5,0.01,1,500000000,53637,381732,original,46306,291,1000000,124028,original,12570,991,17,26676,10000000,4703,5,2,0.214548,4376.237623762377,4.376237623762377,336.63366336633663,755904950.4950495,245600000,9312871.287128713,1569.0365949173922,3523243985.0059175,1144732181.1436136,43406935.91703821,0.006284282814322118,0.07883850437549722,79563573883.16151,12684157.416750757,734342112029.9653,117070042.13279289
BBT20-4B,BBT20_4B_2024Apr18_McKayBridge_1m,2024-04-18,20,4,1,McKay bridge,44.40351,-63.36344,10:13:00,10:36:00,680,NA,2024-05-31,100,81.1,1.83,1.89,0.25,0.01,1,500000000,23032,377900,original,27945,128,1000000,77262,original,29603,326,34,25182,10000000,5489,5,2,0.092128,11926.470588235294,11.926470588235293,1000,1111470588.235294,227241176.47058824,16144117.647058824,10854.46335533171,12064416770.528984,2466581022.8224673,175235733.40416402,0.0045804258364644836,0.0110123973921562,109160156250,90806748.46625766,6969852446340.641,5797991315.551869
BBT20-5B,BBT20_5B_2024Apr18_DRDCBarge_39m,2024-04-18,20,5,39,DRDC barge,44.41107,-63.39197,11:37:00,12:03:00,860,NA,2024-05-31,100,24.6,1.74,1.97,1,0.01,1,500000000,41794,123391,original,11073,123,1000000,34770,original,10071,59,7,34808,10000000,808,5,2,0.167176,2860.46511627907,2.86046511627907,162.79069767441862,286955813.95348835,80860465.11627907,1879069.7674418604,973.7683499690063,1716489292.443224,483684650.40603364,11240068.953927958,0.011108100785694934,0.005858405322212293,45012195121.95122,170694915.2542373,313081792659.8956,1187266471.2515574
BBT20-6B,BBT20_6B_2024Apr18_DRDCBarge_1m,2024-04-18,20,6,1,DRDC barge,44.41107,-63.39197,11:46:00,12:08:00,670,NA,2024-05-31,100,78.8,1.93,1.9,0.25,0.01,1,500000000,76475,383954,reseq,7907,41,1000000,178890,original,17384,437,190,26455,10000000,4979,5,2,0.3059,11761.194029850745,11.761194029850746,5671.641791044776,1146131343.283582,534000000,14862686.567164179,18540.836191712246,3746751694.2908864,1745668519.1238966,48586749.15712383,0.005185278866826863,0.025138057984353427,96426829268.29268,39780320.36613272,1881930574683.809,776379372.1708434
BBT20-9B,BBT20_9B_2024Apr18_SackvilleRiver_15m,2024-04-18,20,9,15,Sackville River,44.43048,-63.340051,12:55:00,13:19:00,530,NA,2024-05-31,100,36.7,1.69,1.86,0.5,0.01,1,500000000,47866,173116,original,47783,140,1000000,34435,original,85025,475,11,38129,10000000,1256,5,2,0.191464,6924.528301886793,6.924528301886793,415.0943396226416,653267924.528302,129943396.2264151,4739622.641509434,2168.002024519709,3411962167.97049,678683179.2212379,24754641.29815231,0.0029299123119100935,0.00558659217877095,170653571428.57144,179000000,3363429894078.742,3527930567.172981
BBT20-BL1,BBT20_Blank1_2024Apr18_CoolerBlank_0m,2024-04-18,20,Blank1,0,Cooler blank 1,NA,NA,08:28:00,08:28:00,1090,NA,2024-05-31,100,8.5,0.73,1.89,1,0.01,1,500000000,79514,74347,original,7534,5052,1000000,783,original,13301,8688,10,28033,10000000,115,5,2,0.318056,779.8165137614678,0.7798165137614679,183.4862385321101,136416513.76146787,1436697.2477064221,211009.17431192662,576.8991577964575,428907216.84693223,4517120.405546262,663434.0314659261,0.670560127422352,0.6531839711299903,745645288.9944576,1530962.2467771638,2150810696.1789937,4416054.153919591
BBT20-BL2,BBT20_Blank2_2024Apr18_CoolerBlank_0m,2024-04-18,20,Blank2,0,Cooler blank 2,NA,NA,13:23:00,13:23:00,980,NA,2024-05-31,100,8.5,0.87,1.9,1,0.01,1,500000000,29493,47283,original,7740,38,1000000,720,original,18421,12228,8,25871,10000000,102,5,2,0.117972,867.3469387755101,0.8673469387755102,163.26530612244898,96495918.36734694,1469387.7551020407,208163.26530612243,1383.9326799787152,817956111.3429198,12455394.119808437,1764514.166972862,0.0049095607235142115,0.6638076108788882,101842105263.1579,1506460.5822701994,880891360446.9783,13030250.19314683
BBT21-1B,BBT21_1B_2024May16_Tufts_13m,2024-05-16,21,1,13,Tufts Cove,44.40468,-63.35718,08:57:00,09:25:00,845,NA,2024-05-30,100,78,2.26,1.92,0.25,0.01,1,500000000,155922,1506877,original,16939,25,1000000,255421,original,14323,117,38,35161,10000000,14689,5,2,0.623688,9230.76923076923,9.23076923076923,899.4082840236687,3566572781.0650887,604546745.5621301,34766863.90532544,1442.08046975999,5718520768.50138,969309567.5435958,55744000.053432874,0.0014758840545486746,0.008168679745863296,338780000000,122418803.41880342,2571305376554.155,929146134.4297048
BBT21-10B,BBT21_10B_2024May16_SackvilleRiver_1m,2024-05-16,21,10,1,Sackville River,44.43094,-63.34094,12:43:00,13:03:00,450,NA,2024-05-30,100,111.1,1.44,1.83,0.25,0.01,1,500000000,51756,181632,original,18530,93,1000000,34826,reseq,33857,773,49,34446,10000000,1737,5,2,0.207024,24688.88888888889,24.68888888888889,2177.777777777778,807253333.3333334,154782222.2222222,7720000,10519.445947222439,3899322461.8079705,747653519.5060583,37290362.47005177,0.005018888289260659,0.022831319963375372,99623655913.9785,43799482.53557568,4277492503884.8315,1880597098.1604142
BBT21-11B,BBT21_11B_2024May16_McNabsIsland_35m,2024-05-16,21,11,35,McNabs Island,44.37003,-63.32821,15:20:00,15:42:00,840,NA,2024-05-30,100,52.1,1.43,1.8,0.5,0.01,1,500000000,56156,687620,original,25010,129,1000000,53688,original,14117,199,39,23781,10000000,11995,5,2,0.224624,6202.380952380952,6.2023809523809526,928.5714285714286,1637190476.1904762,127828571.42857143,28559523.80952381,4133.892320372839,7288582147.012235,569077976.656864,127143688.16121078,0.0051579368252698925,0.014096479421973507,96937984496.12402,70939698.4924623,1027515870925.5088,751941217.4552681
BBT21-12B,BBT21_12B_2024May16_McNabsIsland_1m,2024-05-16,21,12,1,McNabs Island,44.37003,-63.32821,15:27:00,15:47:00,770,NA,2024-05-30,100,47.9,2.09,1.95,0.5,0.01,1,500000000,75141,705688,original,20411,76,1000000,58123,original,5064,53,16,33022,10000000,7770,5,2,0.300564,6220.779220779221,6.220779220779221,415.58441558441564,1832955844.155844,150968831.16883117,20181818.18181818,1382.6819432281166,6098387844.704769,502285141.16404885,67146491.86801541,0.0037234824359414042,0.01046603475513428,134282894736.8421,95547169.81132075,1160440836481.4592,825695915.1541487
BBT21-2B,BBT21_2B_2024May16_Tufts_1m,2024-05-16,21,2,1,Tufts Cove,44.40468,-63.35718,09:09:00,09:34:00,850,NA,2024-05-30,100,85.9,2.15,1.91,0.25,0.01,1,500000000,40236,1450884,original,53956,214,1000000,93115,original,12365,1300,64,33277,10000000,12588,5,2,0.160944,10105.882352941177,10.105882352941176,1505.8823529411764,3413844705.882353,219094117.6470588,29618823.529411767,9356.560996005917,21211382256.45164,1361306526.7860796,184031859.0901914,0.00396619467714434,0.10513546300040437,126065420560.74767,9511538.461538462,3686058740511.794,278110280.5663779
BBT21-3B,BBT21_3B_2024May16_McKayBridge_25m,2024-05-16,21,3,25,McKay bridge,44.40603,-63.36619,09:45:00,10:09:00,770,NA,2024-05-30,100,56,1.79,1.9,0.5,0.01,1,500000000,145154,1241087,original,12540,72,1000000,156786,original,14975,78,30,32057,10000000,13054,5,2,0.580616,7272.727272727272,7.2727272727272725,779.2207792207793,3223602597.4025974,407236363.6363636,33906493.50649351,1342.0587431637764,5552038864.589672,701386740.3522528,58397449.444199786,0.005741626794258373,0.005208681135225376,87083333333.33333,191987179.4871795,389569829612.8184,858860242.6870748
BBT21-4B,BBT21_4B_2024May16_McKayBridge_1m,2024-05-16,21,4,1,McKay bridge,44.40603,-63.36619,09:54:00,10:15:00,650,NA,2024-05-30,100,86,2.37,1.93,0.25,0.01,1,500000000,29533,1246946,original,13336,53,1000000,168962,original,6399,29,64,31855,10000000,16328,5,2,0.118132,13230.76923076923,13.23076923076923,1969.2307692307693,3836756923.076923,519883076.9230769,50240000,16669.748833768743,32478557233.238438,4400865785.080054,425286967.1215251,0.003974205158968206,0.004531958118456009,125811320754.71698,220655172.41379312,6553884741955.777,11494582196.90584
BBT21-5B,BBT21_5B_2024May16_DRDCBarge_42m,2024-05-16,21,5,42,DRDC barge,44.41137,-63.39228,10:41:00,11:05:00,980,NA,2024-05-30,100,23.5,1.94,1.97,1,0.01,1,500000000,52739,450976,original,8859,159,1000000,56852,original,4127,67,7,33444,10000000,2858,5,2,0.210956,2397.9591836734694,2.3979591836734695,142.85714285714286,920359183.6734693,116024489.79591838,5832653.0612244895,677.1892852402532,4362801644.292977,549993789.206841,27648671.10309491,0.017947849644429394,0.016234552944027137,27858490566.037735,61597014.92537314,134753366530.62451,297948846.50176173
BBT21-6B,BBT21_6B_2024May16_DRDCBarge_1m,2024-05-16,21,6,1,DRDC barge,44.41137,-63.39228,10:52:00,11:11:00,510,NA,2024-05-30,100,91.4,2.28,1.93,0.25,0.01,1,500000000,49965,695715,original,9001,24,1000000,62812,original,8476,143,12,44376,10000000,9422,5,2,0.19986,17921.56862745098,17.92156862745098,470.5882352941176,2728294117.647059,246321568.627451,36949019.60784314,2354.5893890429184,13651026306.64995,1232470572.5380316,184874510.1963531,0.0026663704032885236,0.01687116564417178,187520833333.33334,59272727.27272727,7358909406519.204,2326048911.5999737
BBT21-9B,BBT21_9B_2024May16_SackvilleRiver_15m,2024-05-16,21,9,15,Sackville River,44.43094,-63.34094,12:36:00,12:48:00,600,NA,2024-05-30,100,47.1,2.43,2,0.5,0.01,1,500000000,74611,210992,cleaned,14899,116,1000000,28446,original,NA,NA,31,34736,10000000,2132,5,2,0.298444,7850,7.85,1033.3333333333335,703306666.6666666,94820000,7106666.666666667,3462.4027734963124,2356578341.888819,317714546.1125035,23812395.848690763,0.007785757433384791,NA,64219827586.206894,NA,717273900477.2184,NA
BBT21-BL1,BBT21_Blank1_2024May16_CoolerBlank_0m,2024-05-16,21,Blank1,0,Cooler blank 1,NA,NA,08:37:00,08:37:00,1000,NA,2024-06-03,100,5.4,0.83,1.62,1,0.01,1,500000000,51824,62401,original,9940,2171,1000000,2012,original,18520,5733,395,20531,10000000,128,5,2,0.207296,540,0.54,7900,124802000,4024000,256000,38109.756097560974,602047313.9857981,19411855.510960173,1234949.058351343,0.21841046277665996,0.3095572354211663,2289267618.608936,3230420.373277516,11043472226.231745,15583611.711164307
BBT21-BL2,BBT21_Blank2_2024May16_CoolerBlank_0m,2024-05-16,21,Blank2,0,Cooler blank 2,NA,NA,13:05:00,13:05:00,1010,NA,2024-06-03,100,6.7,1.02,1.74,1,0.01,1,500000000,78028,81513,original,6922,1870,1000000,3087,original,47901,12896,572,30674,10000000,109,5,2,0.312112,663.3663366336634,0.6633663366336634,11326.732673267326,161411881.18811882,6112871.287128713,215841.58415841585,36290.602967099396,517160125.81419104,19585505.48241885,691551.6998975235,0.2701531349321005,0.2692219369115467,1850802139.0374331,3714407.568238213,5871217272.593163,11783049.852877812
